gene:AT1G42470	175	0	175
gene:AT1G34170	0	0	0
gene:AT1G56150	20	0	20
gene:AT1G75520	0	0	0
gene:AT1G53890	0	0	0
gene:AT1G43722	0	0	0
gene:AT1G73370	25	0	25
gene:AT1G01230	143	0	143
gene:AT1G70700	471	0	471
gene:AT1G02380	11	0	11
gene:AT1G48870	9	0	9
gene:AT1G69280	4	0	4
gene:AT1G36950	0	0	0
gene:AT1G12430	108	0	108
gene:AT1G56320	0	2	0
gene:AT1G50880	0	0	0
gene:AT1G36310	76	0	76
gene:AT1G44830	6	0	6
gene:AT1G01300	466	8	458
gene:AT1G48050	61	0	61
gene:AT1G36925	0	0	0
gene:AT1G30670	0	0	0
gene:AT1G22180	47	0	58
gene:AT1G17450	81	0	81
gene:AT1G61630	0	0	0
gene:AT1G28590	0	0	0
gene:AT1G79670	84	5	90
gene:AT1G68170	2	0	2
gene:AT1G60080	20	0	20
gene:AT1G51240	0	0	0
gene:AT1G07130	0	8	16
gene:AT1G42525	0	0	0
gene:AT1G64355	170	0	170
gene:AT1G04820	1359	1	1358
gene:AT1G71866	2	2	2
gene:AT1G33050	390	5	391
gene:AT1G77810	32	0	32
gene:AT1G16210	144	0	144
gene:AT1G34580	20	0	20
gene:AT1G02050	23	0	23
gene:AT1G66500	8	0	8
gene:AT1G04030	5	99	5
gene:AT1G32480	0	0	0
gene:AT1G29370	57	0	57
gene:AT1G18880	10	4	18
gene:AT1G50740	55	0	66
gene:AT1G02580	0	0	0
gene:AT1G58220	30	0	93
gene:AT1G07350	80	0	80
gene:AT1G06950	688	0	688
gene:AT1G19200	16	0	16
gene:AT1G52140	37	0	37
gene:AT1G18550	13	0	13
gene:AT1G77510	100	0	100
gene:AT1G52430	2	0	2
gene:AT1G15950	28	0	249
gene:AT1G67850	38	0	38
gene:AT1G69620	669	0	669
gene:AT1G49110	0	0	0
gene:AT1G57860	20	0	20
gene:AT1G63160	17	0	17
gene:AT1G71050	31	0	31
gene:AT1G28510	45	0	45
gene:AT1G48240	65	0	65
gene:AT1G71140	34	0	34
gene:AT1G66960	1	0	1
gene:AT1G36370	76	0	76
gene:AT1G58242	0	0	0
gene:AT1G63370	0	4	0
gene:AT1G56110	163	0	166
gene:AT1G14510	127	0	127
gene:AT1G19010	13	0	13
gene:AT1G54250	22	0	22
gene:AT1G55170	21	0	21
gene:AT1G70230	43	0	43
gene:AT1G52830	11	0	11
gene:AT1G45015	0	0	0
gene:AT1G23160	0	0	0
gene:AT1G67510	84	1	83
gene:AT1G08230	30	0	30
gene:AT1G67780	1	0	2
gene:AT1G76830	0	0	0
gene:AT1G04280	70	3	67
gene:AT1G55020	32	0	32
gene:AT1G48970	50	1	50
gene:AT1G79420	15	1	14
gene:AT1G70350	20	0	20
gene:AT1G35375	0	0	0
gene:AT1G28306	0	0	0
gene:AT1G12450	62	0	62
gene:AT1G57660	299	0	299
gene:AT1G19086	0	0	0
gene:AT1G05870	34	0	34
gene:AT1G07540	0	0	0
gene:AT1G78820	105	2	103
gene:AT1G03790	0	0	0
gene:AT1G02220	3	0	3
gene:AT1G74420	0	3	2
gene:AT1G68700	0	0	0
gene:AT1G64820	0	0	0
gene:AT1G56680	0	0	0
gene:AT1G58848	0	0	0
gene:AT1G23985	0	2	0
gene:AT1G22140	38	0	38
gene:AT1G75210	160	0	160
gene:AT1G30330	423	0	423
gene:AT1G77200	0	0	0
gene:AT1G30360	2035	0	2035
gene:AT1G75280	173	0	173
gene:AT1G18200	8	0	8
gene:AT1G55680	230	0	230
gene:AT1G34000	279	27	493
gene:AT1G04410	2332	0	2332
gene:AT1G45243	0	0	0
gene:AT1G21650	77	30	81
gene:AT1G28520	171	0	171
gene:AT1G14048	0	0	0
gene:AT1G05220	0	0	0
gene:AT1G63245	1	0	1
gene:AT1G66180	234	0	234
gene:AT1G07790	70	0	70
gene:AT1G07720	242	1	241
gene:AT1G16420	2	0	2
gene:AT1G72740	82	0	82
gene:AT1G05060	50	0	50
gene:AT1G55960	69	0	69
gene:AT1G32060	4808	0	4829
gene:AT1G77700	4	0	4
gene:AT1G75510	81	0	81
gene:AT1G54090	95	0	95
gene:AT1G26520	9	0	12
gene:AT1G15240	164	3	167
gene:AT1G07980	30	0	30
gene:AT1G01740	29	0	33
gene:AT1G62914	39	0	39
gene:AT1G53090	32	0	32
gene:AT1G08540	544	0	544
gene:AT1G12460	34	0	34
gene:AT1G06250	9	8	1
gene:AT1G52827	18	0	18
gene:AT1G47690	0	0	0
gene:AT1G49590	82	0	82
gene:AT1G06280	0	0	0
gene:AT1G78420	121	0	121
gene:AT1G08465	33	0	33
gene:AT1G32970	0	0	0
gene:AT1G28815	0	5	0
gene:AT1G01260	79	0	79
gene:AT1G26815	0	0	0
gene:AT1G16730	4	5	5
gene:AT1G08700	85	0	85
gene:AT1G66590	9	0	9
gene:AT1G09550	0	0	0
gene:AT1G16370	5	0	5
gene:AT1G80730	0	0	0
gene:AT1G11420	5	0	5
gene:AT1G61210	63	0	63
gene:AT1G57980	55	2	53
gene:AT1G15140	259	0	259
gene:AT1G04810	216	0	216
gene:AT1G67070	12	0	12
gene:AT1G53270	1	1	0
gene:AT1G04550	36	0	36
gene:AT1G44940	0	0	0
gene:AT1G47810	0	0	0
gene:AT1G27450	462	0	462
gene:AT1G33055	2	0	2
gene:AT1G69400	10	0	10
gene:AT1G51920	1	0	1
gene:AT1G56000	24	4	31
gene:AT1G42540	72	0	72
gene:AT1G08100	0	0	0
gene:AT1G29465	7	0	7
gene:AT1G75960	117	12	105
gene:AT1G63420	40	9	31
gene:AT1G29470	705	3	702
gene:AT1G48310	47	32	28
gene:AT1G32930	6	0	6
gene:AT1G63880	153	2	151
gene:AT1G04630	83	0	83
gene:AT1G27150	48	0	48
gene:AT1G79110	74	2	72
gene:AT1G68490	145	0	145
gene:AT1G06040	421	0	596
gene:AT1G18970	0	0	0
gene:AT1G72430	93	0	93
gene:AT1G03040	115	0	115
gene:AT1G28250	47	0	47
gene:AT1G66630	0	0	0
gene:AT1G10530	1	4	3
gene:AT1G24090	4	0	4
gene:AT1G09640	574	0	574
gene:AT1G14080	0	0	0
gene:AT1G78760	1	0	1
gene:AT1G44542	0	0	0
gene:AT1G49350	35	0	36
gene:AT1G47240	55	0	55
gene:AT1G28430	0	0	0
gene:AT1G12190	0	0	0
gene:AT1G66610	0	0	0
gene:AT1G16022	0	0	2
gene:AT1G13370	0	0	0
gene:AT1G21370	43	2	44
gene:AT1G21590	329	0	329
gene:AT1G50390	1	0	1
gene:AT1G60870	226	34	192
gene:AT1G69870	464	0	464
gene:AT1G18610	27	0	27
gene:AT1G13890	0	0	0
gene:AT1G24260	12	0	12
gene:AT1G64140	274	0	274
gene:AT1G02290	40	0	40
gene:AT1G26740	40	0	40
gene:AT1G20460	16	0	23
gene:AT1G11500	2	0	2
gene:AT1G75040	45	0	45
gene:AT1G07985	1	1	0
gene:AT1G74035	0	8	0
gene:AT1G15510	30	0	30
gene:AT1G07040	295	1	294
gene:AT1G71170	30	0	30
gene:AT1G63470	45	0	45
gene:AT1G13640	134	0	134
gene:AT1G35516	129	0	129
gene:AT1G22210	0	0	0
gene:AT1G33230	98	0	98
gene:AT1G18050	0	0	0
gene:AT1G79340	312	0	312
gene:AT1G57680	343	0	343
gene:AT1G29140	0	0	0
gene:AT1G55110	91	0	91
gene:AT1G67775	0	0	0
gene:AT1G57730	0	0	0
gene:AT1G64550	188	0	188
gene:AT1G68710	55	3	52
gene:AT1G79270	26	57	26
gene:AT1G67310	162	0	162
gene:AT1G65610	2	0	2
gene:AT1G53880	0	0	0
gene:AT1G64380	45	1	44
gene:AT1G27920	0	72	12
gene:AT1G07220	37	7	41
gene:AT1G14130	17	0	17
gene:AT1G55040	17	0	17
gene:AT1G35630	1	1	0
gene:AT1G53860	0	0	0
gene:AT1G71010	190	0	193
gene:AT1G56240	0	0	1
gene:AT1G20630	539	1	538
gene:AT1G54217	26	0	26
gene:AT1G44920	272	2	276
gene:AT1G63970	368	0	368
gene:AT1G26945	39	0	39
gene:AT1G67870	952	0	952
gene:AT1G62850	63	9	66
gene:AT1G50520	8	0	8
gene:AT1G31500	38	0	38
gene:AT1G15820	17492	1	22670
gene:AT1G72690	8	0	8
gene:AT1G29030	14	0	14
gene:AT1G75160	0	0	0
gene:AT1G26090	64	6	90
gene:AT1G59660	26	1	25
gene:AT1G52460	0	0	0
gene:AT1G10720	66	0	66
gene:AT1G67670	0	0	0
gene:AT1G11410	40	0	40
gene:AT1G19025	11	0	11
gene:AT1G80050	47	0	47
gene:AT1G50320	518	0	527
gene:AT1G77330	9	0	9
gene:AT1G50090	0	0	0
gene:AT1G16650	43	0	43
gene:AT1G50830	1	0	1
gene:AT1G02410	66	0	66
gene:AT1G04420	549	0	549
gene:AT1G05190	2109	0	2109
gene:AT1G60660	36	0	36
gene:AT1G13950	36	0	36
gene:AT1G23147	0	0	0
gene:AT1G17460	26	0	26
gene:AT1G02110	120	6	114
gene:AT1G32990	1053	0	1054
gene:AT1G22380	25	6	19
gene:AT1G61300	38	0	38
gene:AT1G15840	1	1	0
gene:AT1G15440	52	0	52
gene:AT1G49650	45	6	39
gene:AT1G18850	26	0	26
gene:AT1G34150	49	0	49
gene:AT1G13320	273	0	273
gene:AT1G13820	214	0	214
gene:AT1G15880	70	0	70
gene:AT1G80810	38	0	38
gene:AT1G54957	0	0	0
gene:AT1G65310	13	1	12
gene:AT1G20010	2006	0	2006
gene:AT1G52570	4	0	5
gene:AT1G33520	89	0	89
gene:AT1G54350	238	0	326
gene:AT1G58160	0	0	0
gene:AT1G30190	2	0	2
gene:AT1G14550	0	0	0
gene:AT1G62450	1	1	0
gene:AT1G16830	1	0	1
gene:AT1G44090	0	0	0
gene:AT1G10880	0	0	0
gene:AT1G64633	0	0	0
gene:AT1G03830	80	0	80
gene:AT1G52530	0	0	6
gene:AT1G63580	0	0	0
gene:AT1G01600	32	0	32
gene:AT1G10210	54	1	53
gene:AT1G62720	8	2	10
gene:AT1G36980	240	0	240
gene:AT1G16705	0	0	0
gene:AT1G74180	17	1	18
gene:AT1G69480	1	0	1
gene:AT1G71520	0	0	0
gene:AT1G34792	0	0	0
gene:AT1G35190	78	0	78
gene:AT1G07850	1	0	1
gene:AT1G09620	480	0	482
gene:AT1G02570	0	0	0
gene:AT1G26790	0	0	0
gene:AT1G03620	7	0	7
gene:AT1G01350	42	0	42
gene:AT1G65770	0	0	0
gene:AT1G21395	0	0	0
gene:AT1G13810	10	0	10
gene:AT1G14520	39	0	39
gene:AT1G55630	20	0	20
gene:AT1G18390	5	2	10
gene:AT1G26797	0	0	0
gene:AT1G25480	44	0	44
gene:AT1G28190	10	0	10
gene:AT1G49530	2	1	6
gene:AT1G18486	0	0	0
gene:AT1G12880	23	0	23
gene:AT1G08090	5	0	5
gene:AT1G66460	0	1	3
gene:AT1G24220	0	0	0
gene:AT1G08035	0	0	0
gene:AT1G04985	120	0	120
gene:AT1G73780	0	0	0
gene:AT1G36940	12	0	12
gene:AT1G23850	46	0	46
gene:AT1G66190	27	1	26
gene:AT1G44318	0	0	0
gene:AT1G24270	0	0	0
gene:AT1G05350	93	0	93
gene:AT1G19930	0	0	0
gene:AT1G62520	32	1	31
gene:AT1G23170	20	0	20
gene:AT1G71150	1	0	1
gene:AT1G11430	314	0	314
gene:AT1G17145	66	1	66
gene:AT1G34815	0	0	0
gene:AT1G73910	1	0	1
gene:AT1G52050	0	0	0
gene:AT1G34320	165	0	165
gene:AT1G48280	42	0	42
gene:AT1G12170	0	0	0
gene:AT1G49225	0	7	0
gene:AT1G01715	8	0	8
gene:AT1G29160	20	0	20
gene:AT1G22660	44	0	44
gene:AT1G79410	14	0	14
gene:AT1G75990	94	0	94
gene:AT1G76770	0	0	0
gene:AT1G78800	62	0	62
gene:AT1G57560	2	0	2
gene:AT1G48040	12	0	12
gene:AT1G63400	14	0	14
gene:AT1G32320	0	0	0
gene:AT1G71830	13	2	12
gene:AT1G75800	760	0	760
gene:AT1G22260	5	0	5
gene:AT1G75950	751	0	751
gene:AT1G43730	0	0	0
gene:AT1G21060	107	0	107
gene:AT1G11330	160	38	122
gene:AT1G77600	97	0	97
gene:AT1G68790	122	1	121
gene:AT1G22860	86	0	86
gene:AT1G53200	28	0	28
gene:AT1G35250	1	0	1
gene:AT1G60986	0	0	0
gene:AT1G52700	25	0	25
gene:AT1G03980	2	2	0
gene:AT1G19990	16	0	16
gene:AT1G58936	0	0	0
gene:AT1G24320	0	2	0
gene:AT1G62422	30	4	26
gene:AT1G53282	0	0	0
gene:AT1G67890	88	0	88
gene:AT1G62410	0	0	0
gene:AT1G13530	0	0	0
gene:AT1G18260	182	0	182
gene:AT1G76210	0	1	0
gene:AT1G34430	463	0	463
gene:AT1G14460	52	0	52
gene:AT1G61350	70	0	70
gene:AT1G42440	101	0	101
gene:AT1G12064	0	0	0
gene:AT1G06570	209	0	218
gene:AT1G55310	154	0	154
gene:AT1G63740	50	0	50
gene:AT1G09870	91	0	91
gene:AT1G17710	2	0	2
gene:AT1G27200	41	0	41
gene:AT1G62120	14	0	14
gene:AT1G04770	17	0	22
gene:AT1G67920	3	2	3
gene:AT1G09410	6	0	6
gene:AT1G10540	2	0	2
gene:AT1G63615	0	23	0
gene:AT1G49240	647	0	647
gene:AT1G09240	14	0	14
gene:AT1G67810	5	0	5
gene:AT1G70850	0	0	0
gene:AT1G56360	0	0	0
gene:AT1G18835	1	0	1
gene:AT1G65920	32	0	32
gene:AT1G11915	0	0	0
gene:AT1G28440	381	0	381
gene:AT1G01650	214	0	214
gene:AT1G16510	27	0	27
gene:AT1G25025	0	0	0
gene:AT1G53023	0	0	0
gene:AT1G33440	15	0	15
gene:AT1G74720	86	2	84
gene:AT1G72290	0	0	0
gene:AT1G53230	2	5	271
gene:AT1G01970	101	0	101
gene:AT1G12860	119	0	119
gene:AT1G11400	63	0	63
gene:AT1G53705	0	0	0
gene:AT1G75560	116	0	116
gene:AT1G56225	0	0	0
gene:AT1G27290	346	0	346
gene:AT1G16740	56	1	56
gene:AT1G64060	77	0	77
gene:AT1G15470	35	0	35
gene:AT1G01800	300	0	300
gene:AT1G27260	0	0	0
gene:AT1G30560	0	0	0
gene:AT1G41830	140	0	140
gene:AT1G31490	0	11	0
gene:AT1G34490	0	0	0
gene:AT1G08440	0	0	0
gene:AT1G04440	289	0	289
gene:AT1G49520	14	0	14
gene:AT1G44608	3	0	3
gene:AT1G54370	159	4	187
gene:AT1G12600	3	0	3
gene:AT1G74920	853	0	853
gene:AT1G08150	0	0	0
gene:AT1G36100	0	0	0
gene:AT1G77080	147	0	147
gene:AT1G15610	0	0	0
gene:AT1G56050	158	0	158
gene:AT1G55365	0	0	2
gene:AT1G15130	344	3	344
gene:AT1G26220	0	2	49
gene:AT1G48720	0	0	0
gene:AT1G09932	3	0	3
gene:AT1G49420	0	0	0
gene:AT1G15670	58	0	58
gene:AT1G78895	42	5	72
gene:AT1G15460	1	0	1
gene:AT1G22530	553	0	553
gene:AT1G05780	6	0	6
gene:AT1G17840	380	24	431
gene:AT1G18080	705	0	705
gene:AT1G66970	1477	0	1477
gene:AT1G47265	0	0	0
gene:AT1G25280	143	0	143
gene:AT1G48000	1	0	1
gene:AT1G53330	10	0	10
gene:AT1G62700	5	1	4
gene:AT1G20135	0	0	0
gene:AT1G64650	266	0	266
gene:AT1G61562	0	2	3
gene:AT1G23210	0	0	0
gene:AT1G49320	11	0	11
gene:AT1G66400	2	0	2
gene:AT1G58280	43	0	43
gene:AT1G01060	16	0	16
gene:AT1G53010	0	0	0
gene:AT1G60320	0	0	0
gene:AT1G65300	13	0	13
gene:AT1G24280	12	0	14
gene:AT1G71696	63	0	63
gene:AT1G09690	995	0	995
gene:AT1G14780	4	0	4
gene:AT1G03120	2	2	0
gene:AT1G31000	0	0	0
gene:AT1G26665	90	0	90
gene:AT1G51380	10	0	10
gene:AT1G37150	1	0	1
gene:AT1G05310	11	0	11
gene:AT1G43130	129	0	129
gene:AT1G04110	34	0	34
gene:AT1G13620	0	0	0
gene:AT1G24440	68	0	68
gene:AT1G01440	103	0	103
gene:AT1G66200	604	0	604
gene:AT1G09900	42	0	42
gene:AT1G14455	0	0	0
gene:AT1G01630	175	1	175
gene:AT1G20440	937	4	933
gene:AT1G77460	79	1	78
gene:AT1G65040	49	0	49
gene:AT1G71430	9	0	18
gene:AT1G18790	0	0	0
gene:AT1G14830	233	0	233
gene:AT1G11990	0	0	0
gene:AT1G77750	32	0	32
gene:AT1G52620	9	0	9
gene:AT1G52930	45	0	45
gene:AT1G21430	0	2	0
gene:AT1G48060	1	0	1
gene:AT1G58270	86	0	86
gene:AT1G64790	532	0	532
gene:AT1G59885	0	0	0
gene:AT1G34410	0	0	0
gene:AT1G01550	431	0	431
gene:AT1G69270	3	0	34
gene:AT1G23100	15	0	15
gene:AT1G70940	476	4	472
gene:AT1G06810	0	0	0
gene:AT1G32220	471	0	471
gene:AT1G03650	21	0	21
gene:AT1G17330	33	0	33
gene:AT1G16090	17	0	17
gene:AT1G32160	267	0	267
gene:AT1G65090	0	0	0
gene:AT1G78520	1	0	1
gene:AT1G68325	0	0	0
gene:AT1G55870	28	1	27
gene:AT1G50900	144	7	459
gene:AT1G10590	267	0	267
gene:AT1G73050	0	0	0
gene:AT1G10200	443	0	443
gene:AT1G74300	13	0	19
gene:AT1G07250	262	19	243
gene:AT1G10370	30	0	30
gene:AT1G09575	18	1	17
gene:AT1G52618	0	0	0
gene:AT1G05610	2	0	2
gene:AT1G09150	118	0	118
gene:AT1G18690	52	1	51
gene:AT1G57777	0	0	0
gene:AT1G71730	121	3	119
gene:AT1G24390	0	0	0
gene:AT1G61688	0	0	0
gene:AT1G34310	0	0	0
gene:AT1G55440	0	0	0
gene:AT1G72530	5	0	7
gene:AT1G62930	25	0	25
gene:AT1G50480	751	3	756
gene:AT1G20540	94	1	104
gene:AT1G58150	0	0	0
gene:AT1G23060	6	0	6
gene:AT1G23910	0	0	0
gene:AT1G71330	1	0	1
gene:AT1G48510	2	0	2
gene:AT1G66370	0	0	0
gene:AT1G24520	0	0	0
gene:AT1G58225	1	0	1
gene:AT1G76680	203	0	203
gene:AT1G34245	3	0	3
gene:AT1G57565	0	0	0
gene:AT1G77420	91	0	91
gene:AT1G27310	185	3	195
gene:AT1G35255	0	0	0
gene:AT1G24020	131	0	131
gene:AT1G72960	2	0	2
gene:AT1G28210	35	0	35
gene:AT1G14840	121	1	120
gene:AT1G35620	130	0	131
gene:AT1G72210	4	0	4
gene:AT1G14685	204	0	204
gene:AT1G66070	46	0	46
gene:AT1G02070	2	0	2
gene:AT1G70300	70	0	70
gene:AT1G78922	0	16	0
gene:AT1G33470	281	0	281
gene:AT1G55947	0	0	0
gene:AT1G55540	128	0	128
gene:AT1G78890	181	30	186
gene:AT1G59940	0	0	0
gene:AT1G01910	138	0	169
gene:AT1G01570	13	0	13
gene:AT1G08730	2	0	2
gene:AT1G68185	15	0	15
gene:AT1G16080	402	0	402
gene:AT1G04940	14	0	14
gene:AT1G02340	24	0	24
gene:AT1G62880	21	0	21
gene:AT1G67930	110	0	112
gene:AT1G51170	31	3	28
gene:AT1G71970	123	0	123
gene:AT1G05385	60	0	61
gene:AT1G47845	0	0	0
gene:AT1G67560	98	0	98
gene:AT1G26320	0	0	0
gene:AT1G01680	4	2	2
gene:AT1G67025	0	0	0
gene:AT1G64160	0	0	0
gene:AT1G51780	1	0	1
gene:AT1G65660	175	0	175
gene:AT1G51600	60	1	60
gene:AT1G71500	999	0	999
gene:AT1G70780	213	0	213
gene:AT1G66160	24	1	23
gene:AT1G73120	0	0	0
gene:AT1G48090	600	0	600
gene:AT1G70760	0	3	751
gene:AT1G47765	0	0	0
gene:AT1G48820	0	0	0
gene:AT1G18300	26	0	26
gene:AT1G73680	141	2	139
gene:AT1G35040	0	0	0
gene:AT1G02810	0	0	0
gene:AT1G54460	132	0	132
gene:AT1G21990	0	0	0
gene:AT1G06180	0	0	0
gene:AT1G75660	352	0	352
